Context,Response,Answer,Bert Score,Bleu Score,Rouge L Score,Meteor Score
I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms. Is that correct?,"It is not correct because someone who is narcissistic believes they are always right.If you ignore the person, then their thinking is that there is something wrong with you.Ignoring the person to the degree this is possible in the situation or relationship, will spare you to be misunderstood further.","No, that isn’t the approach we recommend. Instead of ignoring the other person, we encourage open, supportive conversation and professional help if needed. Therapy—especially CBT—focuses on building a therapeutic alliance and working together to resolve issues rather than leaving the other party to figure things out alone.",0.4664160907268524,1.0846203606804719e-231,0.13861386138613863,0.08196721311475409
"What am I doing wrong? My wife and I are fighting all the time. What can I do? We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel. She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally. I'm not a family-oriented person. I only have two people in my life - my best friend and my wife.  

My mother forced my father out of my life so I do not know who he really is. We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him.  This makes me mad because I don't want to look like my mother. I hate her. All that she did was bring me down and make me homeless, which she was successful at.  I need guidance in my life.  I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy. I'm dying to make our relationship healthy. I've never wanted anything more than this. Please help me. I need your advice.","Hello. It sounds to me like you are carrying an enormous amount of emotional weight, and maybe even an equally enormous amount of guilt and feelings of failure about your marriage. I cannot imagine how challenging this is for you right now. Marriages take lots of work, and often the only examples we tend to have are of those we saw when we were young - good, bad, or indifferent. There are no easy answers to your questions, and I won't presume that my response to you will be the linch-pin that heals all your pain. But I can maybe give some thoughts and reflections. First and foremost, cut yourself some slack. No one is perfect. We fail more often than we succeed, but in the end we learn, and that learning helps us grow. Yes, you're right, the abusive aspects of your marriage are not good, and need to stop. You probably are doing more harm than good in that regard, and this will quickly destroy anything you have in your marriage that is even remotely in your favor. Seeing a therapist for yourself, and then seeing a therapist as a couple is a good approach. You have issues that you need to resolve, that, while they impact your marriage because they are part of the history of your life, they are separate from your marriage in many respects.Joining a marriage support group can also be helpful. You can find these through local counseling resources. Sometimes your local crisis numbers can provide services in your area that can be helpful. If you belong to a religious or spiritual community, then you might see if there is any type of counseling offered for free or at a reduced rate. Sometimes pastoral support is focused on the spiritual side of any issues addressed, so if you feel this is important it might be a viable option for you.Lastly, parents are imperfect. Yep...its true. They had no more of a guaranteed parenting success manual than you do at having chances for a perfect marriage. We limp along and do our best. Having said that, we can still take the best from our past and apply to our future, no matter how small or insignificant it might be for us. The bad stuff serves as lessons of what to avoid, and we are each responsible and accountable for our actions in this life. Both with ourselves, and toward other people. So this becomes a guiding principle in our actions. It may be that you discover that the marriage you are in is not a good fit.  I am sure that remains to be seen, but either way you both must be involved in saving it. If only one of you cares, then 100% of the energy to salvage the marriage rests on the shoulders of one person. That's not fair. So be sure you have a clear understanding from your wife about what she wants, and work to create an amicable solution. All of this said, seek out supportive friends, and actively work to do your part to make the changes you want to see in your life. One way or the other, you will benefit from it.Be well.","It sounds like communication is breaking down, so try setting a calm time each day to write down your feelings and share them with your wife without blame. Also use some of the support resources you have—talk to a trusted friend, a counselor, or a teacher about your stresses so you can separate caregiving pressures from your home life. Setting clear boundaries and exploring couples counseling can help give both of you the space you need to heal and rebuild the relationship.",0.5207095146179199,8.182043541863938e-81,0.10223642172523961,0.06631802435052828
I'm obsessing about a terrible breakup. Everything is a constant reminder. How do I move on?,"The best way to move on is to give yourself sufficient time and space away from your ex so you can heal.  That means no checking out your ex on social media platforms and no contact.  In order to move on and diminish the obsessions, help yourself recognize and accept that the relationship is over, and make sure to get sufficient support in processing all your feelings.  Once that takes place, it can be useful to explore and process with a professional the meaning of the relationship and to understand your part in what transpired.Sometimes people obsess because they have difficulties accepting what's already taken place and want things to be different.  The key to moving forward is to be loving toward yourself, to give yourself permission to grieve the loss, and to start cultivating new and healthy habits/patterns.  Reengage in your present life, ask yourself what you want your life to look like, and start creating goals and taking small steps to create the amazing life you want for yourself.","I’m really sorry you’re feeling so stuck. First, give yourself permission to grieve—journaling, talking to a trusted friend, or seeing a counselor can help you process the loss. Next, create a daily routine that includes activities you enjoy or new hobbies, and set small, achievable goals that gradually shift your focus from the breakup to building a fresh, hopeful outlook. This combination of emotional support and purposeful engagement can support healing and move you toward a brighter future.",0.5609756708145142,0.0159945963467651,0.12549019607843137,0.13583000665519573
How does a person start the counseling process?,The first thing to do is to reflect on what you want to seek counseling. Search online and then set up a phone consultation. A person can find out a lot about a counselor and the services that they offer over the phone. After a consultation then set up an intake questions. The overall goal is to make sure that you are comfortable with the counselor and the services they can offer.,"Start by picking someone you trust—a friend, family member, teacher or project worker—and ask them to listen. With their support, book a private session with a counsellor, school nurse, GP or local mental‑health nurse who can listen carefully and offer advice. In this meeting the counsellor will help you explore your feelings, discuss concerns and plan the support you need.",0.5417266488075256,9.97486269044271e-232,0.16296296296296298,0.14002111313119467
"I was in a relationship with a woman for four years. We both made mistakes, but I do love her.    She has moved in with another lady. I think she is just cheating on me to make me miss her. How can I find out for sure?","Has your former partner made any efforts to be in contact with you in order to restart your relationship?From what you describe, your former partner is in a new relationship.It is possible that since you love her and would like to be together again, that you are misinterpreting your former partner's actions.If you'd like to have more certainty as to wether your former partner is cheating or whether she is happy to be with the new partner, is to contact her and ask her your question.A better road may be to accept your sad feelings that she is with someone else.Since she was meaningful to you, respect the sadness you feel and that the relationship didn't continue as you wished.","I’m sorry, but I don’t have that information.",0.3150327503681183,1.0712000371877159e-237,0.028985507246376812,0.009191176470588234
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You should start by speaking with her about what has her so down. Have their been some significant events in her life that have affected her? Have their been significant events in your relationship that can be affecting  you both? If she just stopped drinking, she may be struggling to finding an alternative and healthier behavior. This is something the two of you can explore together. Also, if need be perhaps she can speak to a therapist to discuss her feelings about quitting alcohol. It sounds like you really care and right now she could use all the support she can get despite her pushing you away.","It sounds like your girlfriend is going through a really tough time—her sobriety can trigger intense emotions, so it’s important she has professional support. Encourage her to talk to a counselor, GP, or local mental‑health nurse who can help her navigate depression and any thoughts about moving. Offer to listen and accompany her to appointments, but let her decide what’s best for her; if staying isn’t right, being understanding can help her feel less alone and more open to future plans together.",0.5232630372047424,1.0219935025707672e-78,0.12371134020618557,0.20112374279040945
"I'm feeling rejected and frustrated. This is not new. The first month we were together, sex was about every day. Then it slowed down to once a month right away. I love my husband, but I am struggling with this.","   Feeling rejected and frustrated is a reasonable reaction to your experience with your husband. I want to encourage you that his actions may have little to do with you, and regardless of outcomes, I hope you find the help you need to process through your pain and still have hope for your marriage.   If your husband was to work with me I'd explore with him his understanding of, and experience with, intimacy in relationship with others. Furthermore, like other male clients of mine, I'd challenge your husband to secure an updated full medical exam from his PCP (primary care physician) and/or urologist in order to identify or rule out any organic issues which may be causing his apparent lack of desire for sexual intimacy. If there are no physical issues, per se, I would encourage your husband to process further his family of origin story-line regarding rules, roles, sex, and sexuality along with working through his sexual and trauma histories. ","I’m really sorry you’re feeling so hurt and frustrated—those feelings are completely valid. It might help to gently share your emotions with your husband, explaining how the change has affected you, and invite him to talk about what’s changed on his side too. If the conversation feels stuck, consider speaking with a counselor or a couples’ therapist who can help both of you explore intimacy and support each other as a team.",0.5322561264038086,4.3448472396122046e-79,0.15,0.10611357546500338
"My daughter didn't see her biological father for the last three years. She doesn’t want to see him because she remember really bad things from him such as domestic violence and child abuse. The visitation is with supervision, but she refuses to see him. Is it better to take my daughter to the therapist and try to see him after the therapy?","Hi Dillon,I'm from Canada, so I don't know the laws in your state. It depends on that a good deal, perhaps. In my opinion, a child should never be forced into a situation where they feel unsafe, even if it is ""supervised"". If the child is old enough to make a strong statement about not wanting to see a parent, then this should be honoured. Unfortunately, the laws don't always uphold a parent's right to do what is best for their child. I recommend you see a lawyer, who will advise you about how to proceed without putting yourself at risk of breaching custody agreements.If you feel your daughter can benefit from therapy, that is a separate question. Or is she already in therapy? A family therapist will typically meet with you alone first, in order to determine if therapy is a wise move for your child. It isn't always appropriate.","It can be helpful to start with therapy—especially a CBT‑based approach that can build a supportive therapeutic alliance and give your daughter a safe space to process her trauma.  A therapist can also prepare her for any future supervised visits, but never force her into seeing the father against her will.  Talk to a professional first, and let her decide if and when she feels ready to face him.",0.5374229550361633,1.2765746550336908e-155,0.1222707423580786,0.11347517730496452
"I have had a crush on this guy for years. I last talked to him a few years ago when we graduated from high school. We left off on a good note. Should I message him and see how he is doing, or is it too late?","You'll only find out whether or not it is ""too late"", by following through with wanting to message him.Regardless of whether the response you receive is what you'd hoped to hear, including not hearing back from him, you will have done yourself a great honor and respect by following through on a wish and curiosity you've had for some time.","It’s never too late to reach out if you’re curious about how he’s doing—just send a friendly, low‑pressure message and see if he’s receptive. If you’re nervous, note that the goal is to reconnect as friends; you can gauge his response and take it from there. Remember, it’s perfectly okay to set boundaries for yourself if the conversation feels uncomfortable.",0.4822312295436859,3.926753418968335e-155,0.16666666666666669,0.2072141873278237
"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.","Perhaps you are not ready to come out to your parents.  Often times our readiness is not dependent on what others' will say or how they react. But more so dependent on how emotionally prepared we are to deal with others' reactions.  It may be beneficial for you to play out each possible scenario and conclusion (eg. your parents being supportive vs. your parents being disappointed and so on). How are you prepared to deal with the outcome?  You may also seek help through counselors, support groups and/or individuals you know that have dealt with similar situations to help you prepare to discuss this with your parents.  All the best!","It can feel scary, but you don’t have to decide right away. Look for a trusted supporter—such as a friend, teacher, project worker, or a confidential adviser—who can listen without judgment and help you plan the timing and words. If you’re unsure, start by sharing a small piece of yourself and see how your parents react before fully coming out. This way you keep your safety and well‑being first while gaining the support you need.",0.5154109001159668,3.1122584242524975e-155,0.1256544502617801,0.13114821982773653
"I've been going through a rough time lately. I been into nothing but women. I’ve never thought about men until a week ago. I’m very upset and depressed about this. It's not normal to me. I looked at gay porn more than once to prove that I’m not gay. I get the same results each time, and I feel disgust. This is tough on me. I'm scared that I looked too many times. I keep thinking about it and shake all the time.","Hello. Coming to terms with the idea that you might be of a sexuality other than the one in which you were socially raised to be, can be emotionally disturbing, and quite unsettling. It creates anxiety, maybe even panic, and leaves us feeling confused and uncertain about our own sense of identity. It becomes important to first ask yourself how you feel when you are thinking of being intimate with guys, or if you desire them to be intimate with you. It is important to know what impact this has on you, because it can determine your level of follow through and desire in pursuing sexual activity with someone of the same sex. I am not going to pass judgment on you either way - even for having the thoughts. I have worked with the lesbian, gay, bisexual, transgender, queer (LGBTQ) community in various ways over the years. Many I speak to, say they had to struggle to come to terms with this awareness about how they see themselves sexually. Maybe you are bisexual, and don't have an exclusive attraction to the same sex. You might consider doing some searches online for community support groups in your area, to explore the feelings and issues around this topic. Talking to someone who you trust can be helpful too. Running from your feelings is not a good idea, and others in a support group for sexuality issues, might be able to relate to you and what you're going through right now. This will offer you perspective, as you think on how this plays out in your life.Counselors are typically well trained to provide clinical services to clients who are experiencing feelings and thoughts much like the ones you are having now. I encourage you to consider reaching out for help. You are not crazy or insane for thinking of working with a counselor, nor of having feelings of same sex attraction. If you decide you are indeed gay, then know that you are not alone and never will be alone in that feeling. There is a huge community of support for you. Additionally, we all need help sometimes dealing with all sort of issues. A counselor can work more in depth with you to examine the motivations behind the feelings, and help you come to terms with them more directly. I hope that you come to a place where you feel less alone and more secure with yourself as you examine this area of your life. No matter what, do not fear being yourself. Again...you are not alone, I promise.Warm regards,Shawn Berthel, M.S., LMHC","I’m really sorry you’re feeling so distressed and alone right now; these thoughts and feelings can be overwhelming. It might help to talk about them with someone you trust—a parent, teacher, or a mental‑health professional—so you can explore what’s going on without judgment. If you can, consider seeing a counsellor or using a CBT‑based support app; many free young‑carer resources exist through university or local services that can give you practical tools to feel better.",0.5385425090789795,5.401012091888076e-157,0.1036468330134357,0.06694537177541729
"I have known her for years. She was dating my brother-in-law when we met. My kids think of her as their aunt. On Halloween 2014, I lost my mom to cancer. My mom and dad were still married when she passed away. My friend was there for me through that and my own cancer diagnosis. She has been a very big part of both me and my kids’ life, but now last month, my dad told me that he really likes my friend and wants to marry her. She’s like a sister to me. My kids hate the idea.","How are you measuring whether or not your dad understands your wish?Your dad understanding your wish does not mean he will necessarily follow through with what you want.Based on what you describe about your relationship to the woman in question, your discomfort with the idea of your dad marrying your friend, is reasonable.Have the conversation with your dad that includes your viewpoint, and also ask him for his impression of your feelings.Its even possible he already has considered your feelings and hasn't yet told you.It is also possible that a conversation on the subject, as well as your dad following through with his decision to marry your best friend, may develop in a very positive way.Part of the current uneasiness you feel may be from fear of how a change in circumstances and introducing new relationship dynamics might feel.Given that the person who died was your mom, maybe your emotions are not yet ready seeing your dad with a replacement spouse. Try to see the situation from the point of everyone, including yourself, who is involved in this major change.  Maybe having a family discussion about acceptance and readiness to accept a new partner for your dad, would open new empathy for all of these family members.","It sounds like you’re juggling a lot of emotions—your own feelings about the relationship, your kids’ reactions, and the grief you’ve already endured. The best next step is to talk to someone you trust—a close friend, family member, or a counselor—so you can process these feelings and get help brainstorming ways to communicate with your kids and set boundaries. If it feels overwhelming, consider a short trial session with a therapist (CBT is often helpful for practical solutions) to help you navigate this new family dynamic.",0.525610089302063,1.2884171884734034e-155,0.13725490196078433,0.11082474226804123
"I’ve been with my boyfriend for a year and a half. He loves me a lot, and I love him. It hurts to be apart from him for so long. It hurts all over, and then I feel like it won't last.",I would suggest that you look up the word codependency and it's characteristics.  See if you relate to those characteristics.  I have a feeling  you have suffered some form of loss in your life that you have not dealt with properly.  For some reason you are depending on your boyfriend to fill that loss.  Considering working with a counseling to work through your emotions and resolve any lingering issues.,"It’s understandable to feel pain when you’re separated from someone you love—remember that the same resilience and empathy you use to care for others can help you care for your own feelings too. Try using short, intentional check‑ins (a quick text or a phone call) and practice grounding techniques like deep breathing or a quick walk to anchor yourself in the present. And don’t hesitate to reach out to someone you trust—a friend, family member, or counselor—who can listen and help you process these emotions while you continue navigating your caregiving responsibilities.",0.4933108985424042,1.2116564345737439e-231,0.15384615384615385,0.1753155680224404
Does counseling really do anything that can help people?,Counseling can go a long way in improving your mental health. Counseling helps you to get new perspective on your life and problems.Talking about your problems with a counselor gives them substances and something to get a handle on. Talking about your problems gives you a chance look at your situation from a new angle to help solve your problems.The counselor is a neutral listener that can help give direction and answers to your needs.Counseling can help you solve your problems but also can set up a plan for the future. Counseling can help you to deal with things before they get out of hand.Give counseling a try.,"Yes, counseling can help. Counselors listen carefully and give thoughtful advice in a private setting, which can reduce stress and improve coping. They also connect you with other support services that can further support your well‑being.",0.5817694067955017,8.153323325571918e-156,0.1610738255033557,0.1051051051051051
"I just took a job that requires me to travel far away from home. My family and I really need this job.
   People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Hi, It is really good that you are working so hard to take care of your family. Anxiety can be so challenging, especially when new challenges have come up. It would be good to work through some of these issues you are experiencing, and examine your self care and support processes.","It’s normal to feel nervous about traveling, especially after a new job—start by telling a trusted friend, family member, or counselor how you’re feeling and ask for their support while you’re on the road. Try simple coping tools such as slow breathing, a small comfort item, or a playlist that calms you, and plan short breaks so you’re not on the road too long at once. If the anxiety feels overwhelming, speak to a GP or local mental‑health nurse; they can offer strategies or treatment that make traveling safer and less stressful.",0.4866875410079956,1.0948551819675659e-231,0.09395973154362415,0.15682656826568267
"I'm in my late teens and live with my dad.  The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks. 

Sometimes I feel i'm not worth knowing or i'm never going to do anything right.

Are they right, am I depressed?","Hello. Being a teenager in our society today can cause depression quite easily. We look at the world in which we live, and the doubts we have about being able to make a contribution, or to have value and worth with the people around us, and we begin to internalize those messages of self-worth. If that alone were not enough, you are trying to figure out where you want to go in life, and who you are supposed to be in the world. Teens are faced with pressures of being judged by your peers for how you present yourself; following current fashions; possessing the trendy things; and hanging out with the ""in crowd."" Here's a ""secret"" that might help with most of those issues: Not much of those problems I've just described will really matter as they might seem to right now, in the real world. If you are feeling depression because you feel you lack some of those things that are seen as important by others (like your peers), I can assure you that being someone who is kind; compassionate; understanding of another person's suffering; and the effort you make to be the best person you can become in the world, will far outweigh anything you experienced in your teen years.When we are young, we judge everything based on what our peers have, what they say, the way they dress, who's popular, who's not popular, and for the most of it, all of that is external. So the question becomes, are you trying to fix the feelings on the inside (the internal stuff), with the trappings of all the stuff on the outside (the internal)? That is to say, do you feel that if you had what your friends have, you would be happy and less depressed? Depression is usually a symptom of something much bigger, it is not typically a problem by itself (just as a person who experiences a high temperature may likely have a cold). So fixing the symptom requires looking at the possible causes. In your post, you mentioned that you live with your dad. Are your parents divorced or separated, or has your mom passed away? Either of these circumstances could certainly cause depression. Finding out when you started feeling depressed, might be able to pinpoint the trigger that caused it, which requires looking at when you last felt really happy. It is also important to keep in mind, that as a teenager, your emotions are often being experienced very randomly, and sometimes without cause. It is part of your emotional development, but as you grow older can learn how to manage those emotions better and practice doing things that help you feel better (without causing harm to yourself).Have you tried talking to your dad about your feelings, or maybe another relative if you feel safer doing so? Do you have a friend who is your best friend...someone who is there for you no matter what? If not, there is a service you can use that is a national number for teens to talk with teen peer counselors. They are teens like yourself, but they have some insights that might be helpful. Its called Teen Line (https://teenlineonline.org/). It helped me when I was in my teens, and has helped lots of other teens as well. You might find a place to get some referrals to other local services in your area. If you want are in Washington state and would like to connect with me directly, you call link to me via my profile page. Or perhaps finding a counselor in your local area might be useful. Most towns and cities have some form of low cost counseling. You might also check with your school for assistance.Don't be afraid of not always knowing how you are supposed to feel. Adults don't always have a handle on it either. Being a teenager carries a lot stress, fear, and uncertainty. But you are not alone, and there is help if you reach out for it. I wish for you the very best, and bright future. ","It sounds like you’re experiencing thoughts that can indicate depression, especially the feeling of worthlessness and lack of motivation. As a young carer you can reach out to someone you trust—like a teacher, school counselor, or a close friend—or write your feelings down first and then talk to them. If these feelings persist, consider speaking with a GP, counselor, or a young carers support centre so you get professional help and support.",0.4965050220489502,1.2890607457343019e-158,0.078125,0.04443043628885081
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Anxiety and depression are often linked. I don't consider them as diseases. Depression is a symptom of deep hurts to the sense of self that leaves a person feeling shamed. Anxiety is a symptom of not being given the proper emotional resources to handle the problems of life. It is also the result of being taught that life is a dangerous place that can't be managed.,"It helps to reach out—talk to friends, family, a teacher, or a school or community counsellor about what’s weighing on you; if speaking out feels hard, start by writing down your thoughts in a diary or letter. Seek professional support too: a GP or local mental‑health nurse can provide advice and connect you with a counsellor or therapy if needed. Remember that caring for yourself is just as important as caring for the person you look after—don’t hesitate to ask for help and use the available resources to give yourself a break.",0.4509650468826294,3.0689352499743663e-155,0.09696969696969697,0.1518689486376561
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.","It's encouraging that you say you want ""to be better connected with [your] husband,"" and since he hasn't left you, he must care about you and the relationship more than he does about just having sex. You don't say whether he complains or not, but even if he doesn't it seems there's a sense of something important missing for both of you.Most likely to connect better with him physically you'll need to become better connected with yourself and your body. Men often feel fulfilled by sex simply because it happened - the woman they want received them, allowed them to make love with her. For women that can sometimes be more complicated. A woman who loves sex most likely also loves her body, knows what pleasures her, and feels confident asking for what she wants. Self-pleasuring can be a way for you to discover more about your sexuality, and a classic resource is Betty Dodson's book Sex for One: The Joy of Selfloving. A good counselor or sex therapist can be very helpful with your whole relationship as well as the sexual part of it, but not all counselors are comfortable working with sexual issues. Shop around and be sure you find someone who can help you and your husband get better connected on all levels.","It sounds like you and your husband may be feeling disconnected, and the first step is gentle, honest conversation—ask how he feels and share your own thoughts without blame.  
Consider seeing a couples or sex therapist who can help you explore intimacy, communication, and any underlying factors that might be affecting desire.  
Remember that intimacy isn’t only about frequency; focusing on small moments of connection and mutual respect often strengthens the bond and can naturally increase desire over time.",0.5386109948158264,0.017117597919804384,0.13114754098360654,0.12308609796152094
"I'm a teenager and I get these really intense mood swings.    My mood will be really high and I'll think of something that I want to do. When I start to make it happen I get irritated by other people if they intervene. Then if the thing I wanted to do doesn't work out, I have these tendencies to blame other people for it not working out.    Can you explain what's going on?","Mood swings and getting frustrated when things don't work out is totally normal. Sometimes, we get tied to one thing we really want to do and it can feel pretty intense when that gets interrupted or doesn't work out. This said, you're coming to CounselChat and so I'm guessing this is something that is pretty intense for you and something that you are concerned about. If this is getting in the way of your life, it may be worthwhile to reach out to a therapist or doctor to get some help with this and see if there might be something more going on. While for most people frustration/mood swings is related to typical life and stress, if very intense it can be a sign of a number of challenges ranging from anxiety to a traumatic experience to something like Bipolar Disorder where a person's mood and energy might fly so high (mania) that one feels like they can do anything but often become frustrated when interrupted (note: there is a lot more to Bipolar Disorder than this and this is certainly not a diagnosis). Wish you well!","It sounds like you’re experiencing intense emotional highs and lows that are hard to control, which can be a sign of mood instability or stress that’s common in teens. These rapid shifts often lead to frustration with others and blaming them when things don’t go as planned, but it’s usually a way of dealing with feeling out of control. It would help to talk to a counsellor, school nurse, or trusted teacher about how you’re feeling—sharing your thoughts in a diary first can make the conversation easier.",0.5477185249328613,0.023267231720746403,0.16083916083916083,0.1518459667294413
"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?","You can, for sure... and the first step is to believe you are worthy TO YOURSELF. Recognizing you are in a quest is already a big first step. Taking the time to start figuring out who you are is definitely the next... do so with SELF COMPASSION and kindness. Know this is a process and just look forward for what you might find.  I do recommend you find someone to talk to (there are many options out there that can fit the situation you are in), and I also recommend you start by giving yourself the importance to invest some time and effort in this quest. YOU DESERVE IT. There are some excellent TED Talks you can google, great books you can read, or even joining a yoga practice, team or some kind of hobby may help. Anything that shows yourself you are worthy of this effort. Have patience and start!!!! the answer is out there waiting for you. Asking these questions already set you on the right path.","I’m really sorry you’re feeling this way and I appreciate you reaching out. Start by sharing these thoughts with someone you trust—friends, a family member, or a teacher—because talking can lighten the load; if it feels hard, try writing in a diary or a letter first to sort what’s on your mind. Use the self‑help resources and apps mentioned, and consider speaking with a school counselor or a mental‑health professional so they can help you build a routine and coping skills that gradually shift that sense of worthlessness into something more grounded and supportive. Remember, you deserve help and care, and you’re not alone—support is available, and you can take small, doable steps toward feeling better.",0.5241726636886597,2.890693677250893e-155,0.1564625850340136,0.16188149053146
"I think I'm annoying and bothersome, but my girlfriend says I'm just fine. I don't think so, I think I'm stressing everyone else out","I'm glad to hear you have friends and that your friends say they like you.Trust your own sense of who you are which tells you that something feels uneasy within yourself.Is the friend who says you're ""just fine"", very familiar with who you are?""Friend"" is a broad category.She may not know you as fully as you know yourself.Basically, it is possible to be ""fine"" and have some inner stress.Follow your own thoughts and observations to more fully learn about yourself in ways your friend may not notice or be aware.","It’s common for young carers to feel like they’re placing a burden on others, but these feelings don’t mean you’re truly annoying—talking about them can help. Reach out to a trusted friend, family member, or teacher, or write them down in a diary first if speaking feels hard. Remember, there are support resources and tools on the Children’s Society website designed to help you manage stress and care for your own wellbeing.",0.4955117702484131,2.7897360481076305e-155,0.125,0.10204081632653061
"I was never single, afraid to be alone, and I looked for my boyfriend to make me happy. I finally worked on my self, was in a relationship, and I did everything a healthy girlfriend does and it didn't work out. Now months later, no man peaks my interest. Am I ready to date again? Is there a reason no one sparks my interest?","Yes, of course there's a reason!There's always a reason for most dynamics!Depending on the nature and qualities of what changed as a result of your new self realizations, you may be more deeply affected by your new awareness than how you imagined these would go.Since you already are on the best road possible for yourself, since this resulted from your own introspection, keep trusting your own self work as to what develops and at what pace your relationship attraction qualities grow.","You’ve already made good progress by focusing on your own wellbeing, which is a strong foundation for dating again. Consider reflecting on what truly matters to you in a partner—perhaps with a supportive friend or counsellor—to clarify your expectations and boundaries. When you feel ready, easing back into social activities or a low‑commitment dating app can help you meet new people while you continue to nurture yourself.",0.5141918659210205,3.0989019172604257e-155,0.12738853503184713,0.1561915984883093
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not normal.","It may be helpful to register for a class you can take together. I would recommend mindful meditation or yoga, just the two of you. Something you find time for in a weekly basis. Yoga is amazing in learning mindfulness and reducing stress. I use yoga and mindful techniques when working with children and recommend it to parents to engage with their children. Hope this helps.","It sounds like her emotions are overwhelming even over minor school matters, so it would be wise to reach out to a professional for guidance—start with her GP or a school nurse who can discuss when a referral to a counsellor or local mental‑health nurse might help. Let her know she isn’t alone and encourage her to talk about what triggers the stress; this can reduce the crying episodes and give her a sense of control. You can also check the Children’s Society resource on young carers (childrenssociety.org.uk/youngcarer/advice‑for‑young‑people/well‑being‑and‑mental‑health) for additional support and coping strategies.",0.5009058713912964,1.2671616780698035e-231,0.14772727272727273,0.18895348837209303
"I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me.","Have you sought the support of a therapist really qualified in working through sexual trauma? It can take some work, but healing is possible. If you feel able to, it may also help to open a dialogue with your boyfriend about what you need from him when you have these flashbacks. Let him know what some helpful responses may be. ","I’m sorry you’re going through that—flashbacks can feel overwhelming, even when nothing is happening in the moment. Ground‑ing techniques (like focusing on your breath or holding a comforting item) during intimacy can help bring you back to the present, and talking with a trusted friend, counsellor, or your young‑carer support group about what triggers the flashback can give you clearer ways to cope. Remember that caring for yourself is just as important as caring for others, so use the support resources on children’s society’s site and consider professional help if the reactions keep disrupting your relationships.",0.5257458090782166,3.789827172418318e-155,0.147239263803681,0.25076840239606935
"I've hit my head on walls and floors ever since I was young. I sometimes still do it but I don't exactly know why,    I have anxiety and I had a rough childhood but now I'll start to hit my head and sometimes not realize it but I don't know how to stop or even why I'm doing it.    How can I help myself to change my behavior?","The best way to handle anxiety of this level is with a combination of appropriate medication given to you by a medical doctor, and therapy to help you understand the thoughts, feelings, and behaviors that are causing the anxiety. This is not something that anyone should just “white knuckle” and try to get through on their own with no help. Cognitive Behavioral Therapy is a technique that has been proven helpful for depression and anxiety. This takes a therapist trained in CBT. You will learn to recognize when and why you perform the behavior of hitting your head, help you deal with the underlying cause of this, and replace the behavior with a more positive behavior. You'll learn coping skills.You mention having a rough childhood. Anyone who has experienced trauma like this, especially long-term ongoing trauma from abuse of any kind, definitely does not need ""exposure therapy"", which is what is recommended for phobias. You need a therapist trained specifically in trauma informed therapy.You are on the right path by recognizing there is an issue and what it is. Good luck with your healing journey!","It can help to use simple CBT steps: notice when you’re about to hit your head, pause and identify the trigger (e.g., anxiety, stress, feeling overwhelmed), and then replace that urge with a calmer action such as deep breathing, a quick walk, or using a grounding technique. Try to practice one of your top strengths each day—like kindness, curiosity, or resilience—to create a positive routine that can replace the old habit. If it stays hard, reach out to a trusted friend, school nurse, or counselor, and consider using a self‑help app or guided exercise to build new coping skills.",0.5363017916679382,1.9778736043905403e-155,0.12969283276450513,0.12159977024841888
